event_id,account_id,account_name,user_id,product,event_type,event_date,session_duration_min
EVT-000086,ACC-001,Meridian Media Group,ACC-001-U026,Flow,login,2026-01-02T14:58:00,39.9
EVT-000087,ACC-001,Meridian Media Group,ACC-001-U026,Canvas,feature_use,2026-01-02T16:41:00,29.5
EVT-000088,ACC-001,Meridian Media Group,ACC-001-U034,Canvas,login,2026-01-02T11:31:00,42.6
EVT-000089,ACC-001,Meridian Media Group,ACC-001-U002,Canvas,export,2026-01-05T11:09:00,6.4
EVT-000090,ACC-001,Meridian Media Group,ACC-001-U004,Flow,export,2026-01-05T18:08:00,2.0
EVT-000091,ACC-001,Meridian Media Group,ACC-001-U029,Flow,export,2026-01-05T11:11:00,3.1
EVT-000092,ACC-001,Meridian Media Group,ACC-001-U041,Canvas,login,2026-01-05T09:04:00,19.5
EVT-000093,ACC-001,Meridian Media Group,ACC-001-U014,Flow,export,2026-01-05T09:32:00,5.6
EVT-000094,ACC-001,Meridian Media Group,ACC-001-U026,Canvas,feature_use,2026-01-06T12:52:00,53.6
EVT-000095,ACC-001,Meridian Media Group,ACC-001-U014,Flow,feature_use,2026-01-06T12:42:00,8.4
EVT-000096,ACC-001,Meridian Media Group,ACC-001-U033,Flow,invite_sent,2026-01-06T13:05:00,3.6
EVT-000097,ACC-001,Meridian Media Group,ACC-001-U004,Canvas,feature_use,2026-01-06T12:08:00,45.4
EVT-000098,ACC-001,Meridian Media Group,ACC-001-U030,Flow,export,2026-01-06T18:48:00,4.7
EVT-000099,ACC-001,Meridian Media Group,ACC-001-U010,Canvas,invite_sent,2026-01-06T11:36:00,3.2
EVT-000100,ACC-001,Meridian Media Group,ACC-001-U014,Canvas,export,2026-01-07T12:21:00,2.9
EVT-000101,ACC-001,Meridian Media Group,ACC-001-U018,Flow,feature_use,2026-01-07T19:38:00,21.5
EVT-000102,ACC-001,Meridian Media Group,ACC-001-U007,Canvas,login,2026-01-07T08:05:00,34.2
EVT-000103,ACC-001,Meridian Media Group,ACC-001-U027,Flow,export,2026-01-07T12:17:00,5.4
EVT-000104,ACC-001,Meridian Media Group,ACC-001-U002,Canvas,feature_use,2026-01-07T15:37:00,9.3
EVT-000105,ACC-001,Meridian Media Group,ACC-001-U003,Flow,login,2026-01-07T14:00:00,18.4
EVT-000106,ACC-001,Meridian Media Group,ACC-001-U002,Flow,api_call,2026-01-07T16:18:00,1.6
EVT-000107,ACC-001,Meridian Media Group,ACC-001-U027,Flow,login,2026-01-08T10:37:00,38.2
EVT-000108,ACC-001,Meridian Media Group,ACC-001-U010,Canvas,feature_use,2026-01-08T11:21:00,20.7
EVT-000109,ACC-001,Meridian Media Group,ACC-001-U026,Canvas,feature_use,2026-01-08T13:57:00,9.5
EVT-000110,ACC-001,Meridian Media Group,ACC-001-U013,Flow,export,2026-01-08T17:15:00,8.4
EVT-000111,ACC-001,Meridian Media Group,ACC-001-U033,Canvas,login,2026-01-08T09:48:00,8.6
EVT-000112,ACC-001,Meridian Media Group,ACC-001-U032,Canvas,feature_use,2026-01-09T13:35:00,31.9
EVT-000113,ACC-001,Meridian Media Group,ACC-001-U012,Flow,api_call,2026-01-09T10:38:00,1.2
EVT-000114,ACC-001,Meridian Media Group,ACC-001-U006,Canvas,invite_sent,2026-01-09T17:53:00,2.5
EVT-000115,ACC-001,Meridian Media Group,ACC-001-U002,Canvas,feature_use,2026-01-09T10:28:00,12.8
EVT-000116,ACC-001,Meridian Media Group,ACC-001-U024,Canvas,feature_use,2026-01-09T12:49:00,55.3
EVT-000117,ACC-001,Meridian Media Group,ACC-001-U002,Canvas,export,2026-01-09T08:06:00,6.8
EVT-000118,ACC-001,Meridian Media Group,ACC-001-U026,Canvas,feature_use,2026-01-11T12:23:00,27.1
EVT-000119,ACC-001,Meridian Media Group,ACC-001-U012,Canvas,feature_use,2026-01-12T17:30:00,20.6
EVT-000120,ACC-001,Meridian Media Group,ACC-001-U003,Flow,export,2026-01-12T12:49:00,6.1
EVT-000121,ACC-001,Meridian Media Group,ACC-001-U031,Flow,feature_use,2026-01-12T10:12:00,26.9
EVT-000122,ACC-001,Meridian Media Group,ACC-001-U007,Flow,login,2026-01-12T12:59:00,22.1
EVT-000123,ACC-001,Meridian Media Group,ACC-001-U005,Canvas,login,2026-01-12T11:57:00,34.6
EVT-000124,ACC-001,Meridian Media Group,ACC-001-U032,Canvas,api_call,2026-01-13T10:09:00,0.1
EVT-000125,ACC-001,Meridian Media Group,ACC-001-U044,Canvas,export,2026-01-13T09:15:00,3.1
EVT-000126,ACC-001,Meridian Media Group,ACC-001-U038,Flow,login,2026-01-13T13:34:00,37.8
EVT-000127,ACC-001,Meridian Media Group,ACC-001-U010,Canvas,export,2026-01-13T06:22:00,3.6
EVT-000128,ACC-001,Meridian Media Group,ACC-001-U003,Flow,login,2026-01-13T13:23:00,30.4
EVT-000129,ACC-001,Meridian Media Group,ACC-001-U015,Canvas,feature_use,2026-01-13T15:23:00,29.8
EVT-000130,ACC-001,Meridian Media Group,ACC-001-U012,Canvas,feature_use,2026-01-13T10:42:00,6.9
EVT-000131,ACC-001,Meridian Media Group,ACC-001-U023,Flow,login,2026-01-13T11:41:00,16.5
EVT-000132,ACC-001,Meridian Media Group,ACC-001-U023,Flow,export,2026-01-14T12:11:00,9.1
EVT-000133,ACC-001,Meridian Media Group,ACC-001-U028,Flow,feature_use,2026-01-14T11:05:00,48.4
EVT-000134,ACC-001,Meridian Media Group,ACC-001-U023,Canvas,feature_use,2026-01-14T10:18:00,59.7
EVT-000135,ACC-001,Meridian Media Group,ACC-001-U016,Canvas,login,2026-01-14T11:38:00,30.1
EVT-000136,ACC-001,Meridian Media Group,ACC-001-U023,Canvas,export,2026-01-14T08:55:00,4.2
EVT-000137,ACC-001,Meridian Media Group,ACC-001-U002,Flow,login,2026-01-14T19:04:00,44.1
EVT-000138,ACC-001,Meridian Media Group,ACC-001-U039,Canvas,invite_sent,2026-01-15T10:33:00,0.6
EVT-000139,ACC-001,Meridian Media Group,ACC-001-U032,Canvas,login,2026-01-15T12:39:00,12.5
EVT-000140,ACC-001,Meridian Media Group,ACC-001-U020,Flow,login,2026-01-15T09:11:00,7.0
EVT-000141,ACC-001,Meridian Media Group,ACC-001-U017,Canvas,api_call,2026-01-15T20:42:00,1.9
EVT-000142,ACC-001,Meridian Media Group,ACC-001-U031,Canvas,feature_use,2026-01-15T11:10:00,19.6
EVT-000143,ACC-001,Meridian Media Group,ACC-001-U005,Flow,feature_use,2026-01-15T10:08:00,9.9
EVT-000144,ACC-001,Meridian Media Group,ACC-001-U013,Flow,login,2026-01-15T12:51:00,25.4
EVT-000145,ACC-001,Meridian Media Group,ACC-001-U009,Flow,api_call,2026-01-16T19:33:00,0.5
EVT-000146,ACC-001,Meridian Media Group,ACC-001-U033,Canvas,login,2026-01-16T14:08:00,28.9
EVT-000147,ACC-001,Meridian Media Group,ACC-001-U025,Canvas,feature_use,2026-01-16T19:09:00,12.6
EVT-000148,ACC-001,Meridian Media Group,ACC-001-U009,Flow,api_call,2026-01-16T17:01:00,1.2
EVT-000149,ACC-001,Meridian Media Group,ACC-001-U034,Canvas,api_call,2026-01-16T11:13:00,1.6
EVT-000150,ACC-001,Meridian Media Group,ACC-001-U032,Canvas,feature_use,2026-01-16T11:19:00,38.7
EVT-000151,ACC-001,Meridian Media Group,ACC-001-U004,Flow,feature_use,2026-01-17T09:55:00,22.4
EVT-000152,ACC-001,Meridian Media Group,ACC-001-U021,Canvas,login,2026-01-18T09:18:00,11.9
EVT-000153,ACC-001,Meridian Media Group,ACC-001-U034,Flow,login,2026-01-19T09:08:00,1.4
EVT-000154,ACC-001,Meridian Media Group,ACC-001-U034,Flow,export,2026-01-19T12:25:00,7.9
EVT-000155,ACC-001,Meridian Media Group,ACC-001-U040,Canvas,feature_use,2026-01-19T12:28:00,19.5
EVT-000156,ACC-001,Meridian Media Group,ACC-001-U007,Flow,invite_sent,2026-01-20T11:21:00,3.8
EVT-000157,ACC-001,Meridian Media Group,ACC-001-U030,Flow,export,2026-01-20T17:23:00,3.7
EVT-000158,ACC-001,Meridian Media Group,ACC-001-U038,Canvas,invite_sent,2026-01-20T17:46:00,3.1
EVT-000159,ACC-001,Meridian Media Group,ACC-001-U021,Canvas,feature_use,2026-01-20T15:49:00,18.1
EVT-000160,ACC-001,Meridian Media Group,ACC-001-U005,Canvas,export,2026-01-20T10:40:00,6.3
EVT-000161,ACC-001,Meridian Media Group,ACC-001-U021,Canvas,feature_use,2026-01-21T14:43:00,33.4
EVT-000162,ACC-001,Meridian Media Group,ACC-001-U028,Flow,feature_use,2026-01-21T10:35:00,14.0
EVT-000163,ACC-001,Meridian Media Group,ACC-001-U029,Canvas,api_call,2026-01-21T16:45:00,2.0
EVT-000164,ACC-001,Meridian Media Group,ACC-001-U008,Flow,feature_use,2026-01-21T19:50:00,22.9
EVT-000165,ACC-001,Meridian Media Group,ACC-001-U044,Canvas,feature_use,2026-01-22T12:45:00,6.0
EVT-000166,ACC-001,Meridian Media Group,ACC-001-U016,Canvas,export,2026-01-22T19:59:00,2.2
EVT-000167,ACC-001,Meridian Media Group,ACC-001-U023,Flow,export,2026-01-22T13:41:00,8.9
EVT-000168,ACC-001,Meridian Media Group,ACC-001-U010,Flow,feature_use,2026-01-22T18:05:00,39.8
EVT-000169,ACC-001,Meridian Media Group,ACC-001-U009,Canvas,feature_use,2026-01-22T19:58:00,44.2
EVT-000170,ACC-001,Meridian Media Group,ACC-001-U009,Canvas,login,2026-01-23T11:43:00,15.8
EVT-000171,ACC-001,Meridian Media Group,ACC-001-U004,Canvas,login,2026-01-23T18:52:00,38.7
EVT-000172,ACC-001,Meridian Media Group,ACC-001-U038,Flow,login,2026-01-23T10:08:00,30.4
EVT-000173,ACC-001,Meridian Media Group,ACC-001-U021,Flow,api_call,2026-01-23T12:28:00,0.1
EVT-000174,ACC-001,Meridian Media Group,ACC-001-U038,Flow,feature_use,2026-01-24T13:57:00,26.1
EVT-000175,ACC-001,Meridian Media Group,ACC-001-U045,Canvas,export,2026-01-26T13:57:00,7.5
EVT-000176,ACC-001,Meridian Media Group,ACC-001-U004,Flow,api_call,2026-01-26T13:29:00,1.0
EVT-000177,ACC-001,Meridian Media Group,ACC-001-U042,Canvas,feature_use,2026-01-26T11:01:00,41.3
EVT-000178,ACC-001,Meridian Media Group,ACC-001-U043,Flow,api_call,2026-01-26T14:02:00,1.5
EVT-000179,ACC-001,Meridian Media Group,ACC-001-U005,Flow,export,2026-01-26T08:57:00,5.9
EVT-000180,ACC-001,Meridian Media Group,ACC-001-U024,Flow,login,2026-01-26T16:49:00,19.0
EVT-000181,ACC-001,Meridian Media Group,ACC-001-U008,Canvas,login,2026-01-27T11:59:00,16.2
EVT-000182,ACC-001,Meridian Media Group,ACC-001-U015,Canvas,login,2026-01-27T15:59:00,30.0
EVT-000183,ACC-001,Meridian Media Group,ACC-001-U042,Canvas,login,2026-01-27T08:38:00,5.4
EVT-000184,ACC-001,Meridian Media Group,ACC-001-U038,Canvas,login,2026-01-27T12:34:00,2.9
EVT-000185,ACC-001,Meridian Media Group,ACC-001-U010,Flow,export,2026-01-28T12:09:00,3.9
EVT-000186,ACC-001,Meridian Media Group,ACC-001-U016,Flow,login,2026-01-28T10:14:00,24.7
EVT-000187,ACC-001,Meridian Media Group,ACC-001-U016,Canvas,api_call,2026-01-28T14:26:00,1.8
EVT-000188,ACC-001,Meridian Media Group,ACC-001-U018,Canvas,feature_use,2026-01-28T11:05:00,17.5
EVT-000189,ACC-001,Meridian Media Group,ACC-001-U034,Flow,login,2026-01-28T10:17:00,32.9
EVT-000190,ACC-001,Meridian Media Group,ACC-001-U022,Canvas,feature_use,2026-01-29T12:34:00,47.2
EVT-000191,ACC-001,Meridian Media Group,ACC-001-U004,Flow,feature_use,2026-01-29T18:29:00,23.5
EVT-000192,ACC-001,Meridian Media Group,ACC-001-U043,Flow,export,2026-01-29T10:20:00,3.9
EVT-000193,ACC-001,Meridian Media Group,ACC-001-U020,Canvas,feature_use,2026-01-29T09:16:00,15.6
EVT-000194,ACC-001,Meridian Media Group,ACC-001-U007,Flow,login,2026-01-29T10:36:00,9.6
EVT-000195,ACC-001,Meridian Media Group,ACC-001-U038,Flow,feature_use,2026-01-29T11:48:00,56.8
EVT-000196,ACC-001,Meridian Media Group,ACC-001-U042,Canvas,feature_use,2026-01-30T15:42:00,24.3
EVT-000197,ACC-001,Meridian Media Group,ACC-001-U001,Flow,export,2026-01-30T13:26:00,1.1
EVT-000198,ACC-001,Meridian Media Group,ACC-001-U042,Canvas,feature_use,2026-01-30T20:01:00,18.7
EVT-000199,ACC-001,Meridian Media Group,ACC-001-U022,Flow,api_call,2026-01-30T09:06:00,1.8
EVT-000200,ACC-001,Meridian Media Group,ACC-001-U022,Canvas,login,2026-01-30T10:22:00,28.3
EVT-000201,ACC-001,Meridian Media Group,ACC-001-U043,Flow,feature_use,2026-02-01T06:10:00,6.2
EVT-000202,ACC-001,Meridian Media Group,ACC-001-U006,Canvas,feature_use,2026-02-02T16:25:00,45.9
EVT-000203,ACC-001,Meridian Media Group,ACC-001-U028,Flow,login,2026-02-02T17:24:00,11.6
EVT-000204,ACC-001,Meridian Media Group,ACC-001-U002,Flow,feature_use,2026-02-02T17:44:00,45.2
EVT-000205,ACC-001,Meridian Media Group,ACC-001-U011,Canvas,feature_use,2026-02-02T08:27:00,58.5
EVT-000206,ACC-001,Meridian Media Group,ACC-001-U045,Flow,login,2026-02-03T15:47:00,32.3
EVT-000207,ACC-001,Meridian Media Group,ACC-001-U028,Flow,feature_use,2026-02-03T19:28:00,8.2
EVT-000208,ACC-001,Meridian Media Group,ACC-001-U025,Flow,login,2026-02-03T12:35:00,4.8
EVT-000209,ACC-001,Meridian Media Group,ACC-001-U013,Flow,login,2026-02-03T14:38:00,4.9
EVT-000210,ACC-001,Meridian Media Group,ACC-001-U036,Flow,login,2026-02-04T12:15:00,35.4
EVT-000211,ACC-001,Meridian Media Group,ACC-001-U003,Flow,feature_use,2026-02-04T09:19:00,14.1
EVT-000212,ACC-001,Meridian Media Group,ACC-001-U039,Flow,feature_use,2026-02-04T17:21:00,38.4
EVT-000213,ACC-001,Meridian Media Group,ACC-001-U005,Flow,feature_use,2026-02-04T15:38:00,49.9
EVT-000214,ACC-001,Meridian Media Group,ACC-001-U045,Flow,api_call,2026-02-05T17:53:00,0.5
EVT-000215,ACC-001,Meridian Media Group,ACC-001-U037,Canvas,api_call,2026-02-05T12:31:00,1.6
EVT-000216,ACC-001,Meridian Media Group,ACC-001-U012,Flow,login,2026-02-05T16:50:00,30.0
EVT-000217,ACC-001,Meridian Media Group,ACC-001-U018,Canvas,feature_use,2026-02-05T14:34:00,37.1
EVT-000218,ACC-001,Meridian Media Group,ACC-001-U007,Canvas,feature_use,2026-02-06T14:36:00,32.6
EVT-000219,ACC-001,Meridian Media Group,ACC-001-U006,Flow,feature_use,2026-02-06T15:44:00,29.4
EVT-000220,ACC-001,Meridian Media Group,ACC-001-U034,Canvas,feature_use,2026-02-06T09:26:00,4.4
EVT-000221,ACC-001,Meridian Media Group,ACC-001-U035,Canvas,api_call,2026-02-06T11:21:00,1.5
EVT-000222,ACC-001,Meridian Media Group,ACC-001-U022,Canvas,api_call,2026-02-08T13:35:00,1.5
EVT-000223,ACC-001,Meridian Media Group,ACC-001-U033,Canvas,export,2026-02-09T12:12:00,5.8
EVT-000224,ACC-001,Meridian Media Group,ACC-001-U023,Canvas,login,2026-02-09T13:40:00,39.0
EVT-000225,ACC-001,Meridian Media Group,ACC-001-U029,Flow,feature_use,2026-02-09T11:54:00,36.5
EVT-000226,ACC-001,Meridian Media Group,ACC-001-U023,Canvas,api_call,2026-02-09T11:39:00,1.4
EVT-000227,ACC-001,Meridian Media Group,ACC-001-U005,Canvas,feature_use,2026-02-10T09:20:00,30.9
EVT-000228,ACC-001,Meridian Media Group,ACC-001-U039,Canvas,api_call,2026-02-10T13:12:00,1.9
EVT-000229,ACC-001,Meridian Media Group,ACC-001-U025,Flow,feature_use,2026-02-10T16:28:00,31.0
EVT-000230,ACC-001,Meridian Media Group,ACC-001-U005,Canvas,login,2026-02-10T16:18:00,2.4
EVT-000231,ACC-001,Meridian Media Group,ACC-001-U008,Flow,api_call,2026-02-11T11:55:00,0.2
EVT-000232,ACC-001,Meridian Media Group,ACC-001-U030,Flow,api_call,2026-02-11T17:13:00,0.3
EVT-000233,ACC-001,Meridian Media Group,ACC-001-U034,Flow,api_call,2026-02-11T12:39:00,1.3
EVT-000234,ACC-001,Meridian Media Group,ACC-001-U032,Canvas,api_call,2026-02-11T14:34:00,1.6
EVT-000235,ACC-001,Meridian Media Group,ACC-001-U037,Canvas,export,2026-02-12T16:43:00,8.5
EVT-000236,ACC-001,Meridian Media Group,ACC-001-U027,Flow,login,2026-02-12T15:24:00,28.8
EVT-000237,ACC-001,Meridian Media Group,ACC-001-U034,Canvas,feature_use,2026-02-12T09:32:00,53.2
EVT-000238,ACC-001,Meridian Media Group,ACC-001-U005,Flow,feature_use,2026-02-13T17:50:00,10.4
EVT-000239,ACC-001,Meridian Media Group,ACC-001-U035,Canvas,login,2026-02-13T17:01:00,28.6
EVT-000240,ACC-001,Meridian Media Group,ACC-001-U021,Canvas,feature_use,2026-02-13T19:12:00,3.0
EVT-000241,ACC-001,Meridian Media Group,ACC-001-U042,Flow,export,2026-02-15T12:05:00,7.8
EVT-000242,ACC-001,Meridian Media Group,ACC-001-U043,Canvas,login,2026-02-16T17:06:00,4.9
EVT-000243,ACC-001,Meridian Media Group,ACC-001-U044,Flow,api_call,2026-02-16T16:48:00,0.4
EVT-000244,ACC-001,Meridian Media Group,ACC-001-U005,Canvas,login,2026-02-16T15:10:00,25.8
EVT-000245,ACC-001,Meridian Media Group,ACC-001-U009,Canvas,login,2026-02-17T16:18:00,27.4
EVT-000246,ACC-001,Meridian Media Group,ACC-001-U040,Canvas,feature_use,2026-02-18T20:59:00,58.7
EVT-000247,ACC-001,Meridian Media Group,ACC-001-U019,Canvas,feature_use,2026-02-18T12:34:00,50.8
EVT-000248,ACC-001,Meridian Media Group,ACC-001-U034,Flow,invite_sent,2026-02-18T07:04:00,4.0
